Date : 2026-04-02 20:58:16
Directory : c:\Users\dell\Documents\AqwaValley
Total : 389 files,  197079 codes, 3340 comments, 12162 blanks, all 212581 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| src\app\(gov)\distribution (Files)                                                                                                   |          2 |        150 |         17 |         29 |        196 |
| src\app\(gov)\distribution\_components                                                                                               |          2 |        565 |         16 |         31 |        612 |
| src\app\(gov)\districts                                                                                                              |          5 |        308 |          8 |         39 |        355 |
| src\app\(gov)\districts (Files)                                                                                                      |          2 |        117 |          0 |         17 |        134 |
| src\app\(gov)\districts\_components                                                                                                  |          3 |        191 |          8 |         22 |        221 |
| src\app\(gov)\forecast                                                                                                               |          3 |        412 |         10 |         26 |        448 |
| src\app\(gov)\forecast (Files)                                                                                                       |          2 |         52 |          4 |         11 |         67 |
| src\app\(gov)\forecast\_components                                                                                                   |          1 |        360 |          6 |         15 |        381 |
| src\app\(gov)\map                                                                                                                    |          3 |        237 |         13 |         32 |        282 |
| src\app\(gov)\map (Files)                                                                                                            |          2 |         96 |          6 |         15 |        117 |
| src\app\(gov)\map\_components                                                                                                        |          1 |        141 |          7 |         17 |        165 |
| src\app\(gov)\users                                                                                                                  |          1 |        434 |          8 |         30 |        472 |
| src\app\(gov)\wells                                                                                                                  |          5 |        488 |         14 |         50 |        552 |
| src\app\(gov)\wells\[wellId]                                                                                                         |          5 |        488 |         14 |         50 |        552 |
| src\app\(gov)\wells\[wellId] (Files)                                                                                                 |          2 |        145 |          7 |         19 |        171 |
| src\app\(gov)\wells\[wellId]\_components                                                                                             |          3 |        343 |          7 |         31 |        381 |
| src\app\_actions                                                                                                                     |          2 |        110 |         17 |         20 |        147 |
| src\app\_components                                                                                                                  |         18 |      1,160 |         51 |        145 |      1,356 |
| src\app\_components (Files)                                                                                                          |          3 |         66 |          3 |         12 |         81 |
| src\app\_components\UI                                                                                                               |          6 |        320 |          5 |         44 |        369 |
| src\app\_components\auth                                                                                                             |          1 |        158 |         12 |         11 |        181 |
| src\app\_components\layouts                                                                                                          |          8 |        616 |         31 |         78 |        725 |
| src\app\api                                                                                                                          |         15 |      1,422 |         79 |        242 |      1,743 |
| src\app\api\admin                                                                                                                    |          2 |        225 |          3 |         32 |        260 |
| src\app\api\admin\cron-runs                                                                                                          |          1 |        135 |          0 |         16 |        151 |
| src\app\api\admin\mock-ingest                                                                                                        |          1 |         90 |          3 |         16 |        109 |
| src\app\api\auth                                                                                                                     |          1 |          3 |          0 |          3 |          6 |
| src\app\api\auth\[...all]                                                                                                            |          1 |          3 |          0 |          3 |          6 |
| src\app\api\cron                                                                                                                     |          5 |        598 |         24 |        102 |        724 |
| src\app\api\cron\aquifer-forecast                                                                                                    |          1 |         96 |          0 |         14 |        110 |
| src\app\api\cron\dispatch-emails                                                                                                     |          1 |        157 |         24 |         33 |        214 |
| src\app\api\cron\process-irrigation-queue                                                                                            |          1 |         84 |          0 |         14 |         98 |
| src\app\api\cron\process-report-jobs                                                                                                 |          1 |         64 |          0 |         13 |         77 |
| src\app\api\cron\simulate-ingest                                                                                                     |          1 |        197 |          0 |         28 |        225 |
| src\app\api\email                                                                                                                    |          1 |        147 |         27 |         28 |        202 |
| src\app\api\email\webhook                                                                                                            |          1 |        147 |         27 |         28 |        202 |
| src\app\api\health                                                                                                                   |          1 |         38 |          2 |          8 |         48 |
| src\app\api\reports                                                                                                                  |          1 |        101 |          0 |         19 |        120 |
| src\app\api\reports\download                                                                                                         |          1 |        101 |          0 |         19 |        120 |
| src\app\api\reports\download\[artifactId]                                                                                            |          1 |        101 |          0 |         19 |        120 |
| src\app\api\sensors                                                                                                                  |          1 |         89 |          8 |         18 |        115 |
| src\app\api\sensors\ingest                                                                                                           |          1 |         89 |          8 |         18 |        115 |
| src\app\api\sentry-example-api                                                                                                       |          1 |         29 |          8 |          5 |         42 |
| src\app\api\trpc                                                                                                                     |          1 |         26 |          4 |          5 |         35 |
| src\app\api\trpc\[trpc]                                                                                                              |          1 |         26 |          4 |          5 |         35 |
| src\app\api\wells                                                                                                                    |          1 |        166 |          3 |         22 |        191 |
| src\app\api\wells\[id]                                                                                                               |          1 |        166 |          3 |         22 |        191 |
| src\app\api\wells\[id]\metrics                                                                                                       |          1 |        166 |          3 |         22 |        191 |
| src\app\sentry-example-page                                                                                                          |          2 |        242 |          3 |         12 |        257 |
| src\app\set-password                                                                                                                 |          1 |        256 |          9 |         22 |        287 |
| src\lib                                                                                                                              |          8 |        301 |         54 |         75 |        430 |
| src\server                                                                                                                           |        110 |     16,648 |      1,264 |      2,225 |     20,137 |
| src\server\ai                                                                                                                        |          1 |        146 |         72 |         28 |        246 |
| src\server\api                                                                                                                       |         15 |      3,352 |        367 |        552 |      4,271 |
| src\server\api (Files)                                                                                                               |          2 |        142 |         88 |         25 |        255 |
| src\server\api\routers                                                                                                               |         13 |      3,210 |        279 |        527 |      4,016 |
| src\server\better-auth                                                                                                               |          4 |         49 |          0 |         10 |         59 |
| src\server\db                                                                                                                        |          3 |      2,164 |        207 |        167 |      2,538 |
| src\server\lib                                                                                                                       |          1 |        144 |         30 |         26 |        200 |
| src\server\services                                                                                                                  |         86 |     10,793 |        588 |      1,442 |     12,823 |
| src\server\services (Files)                                                                                                          |         10 |      1,899 |         22 |        247 |      2,168 |
| src\server\services\email                                                                                                            |          9 |        853 |        113 |        105 |      1,071 |
| src\server\services\email (Files)                                                                                                    |          5 |        396 |        106 |         76 |        578 |
| src\server\services\email\templates                                                                                                  |          4 |        457 |          7 |         29 |        493 |
| src\server\services\forecast                                                                                                         |         27 |      2,206 |         11 |        310 |      2,527 |
| src\server\services\forecast (Files)                                                                                                 |          6 |        528 |          0 |         65 |        593 |
| src\server\services\forecast\adapters                                                                                                |          4 |        176 |          0 |         32 |        208 |
| src\server\services\forecast\core                                                                                                    |         12 |        943 |         11 |        161 |      1,115 |
| src\server\services\forecast\core (Files)                                                                                            |          2 |        221 |          1 |         38 |        260 |
| src\server\services\forecast\core\interval                                                                                           |          4 |        171 |          0 |         36 |        207 |
| src\server\services\forecast\core\pipeline                                                                                           |          1 |        250 |          7 |         39 |        296 |
| src\server\services\forecast\core\plausibility                                                                                       |          3 |        194 |          3 |         30 |        227 |
| src\server\services\forecast\core\plausibility (Files)                                                                               |          2 |         58 |          3 |         10 |         71 |
| src\server\services\forecast\core\plausibility\rules                                                                                 |          1 |        136 |          0 |         20 |        156 |
| src\server\services\forecast\core\risk                                                                                               |          2 |        107 |          0 |         18 |        125 |
| src\server\services\forecast\policy                                                                                                  |          1 |         24 |          0 |          2 |         26 |
| src\server\services\forecast\repositories                                                                                            |          4 |        535 |          0 |         50 |        585 |
| src\server\services\irrigation                                                                                                       |         24 |      3,785 |        205 |        481 |      4,471 |
| src\server\services\irrigation (Files)                                                                                               |         15 |      2,864 |        204 |        353 |      3,421 |
| src\server\services\irrigation\simulation                                                                                            |          9 |        921 |          1 |        128 |      1,050 |
| src\server\services\reporting                                                                                                        |          6 |      1,251 |          3 |        162 |      1,416 |
| src\server\services\token                                                                                                            |          2 |         44 |         48 |         15 |        107 |
| src\server\services\user                                                                                                             |          8 |        755 |        186 |        122 |      1,063 |
| src\styles                                                                                                                           |          1 |        531 |         29 |         98 |        658 |
| src\trpc                                                                                                                             |          3 |         97 |         18 |         21 |        136 |
| src\types                                                                                                                            |          1 |         11 |          3 |          4 |         18 |
| testsprite_tests                                                                                                                     |         36 |    106,256 |        462 |      2,286 |    109,004 |
| testsprite_tests (Files)                                                                                                             |         20 |      2,214 |        462 |        433 |      3,109 |
| testsprite_tests\tmp                                                                                                                 |         16 |    104,042 |          0 |      1,853 |    105,895 |
| testsprite_tests\tmp (Files)                                                                                                         |          5 |     99,215 |          0 |         55 |     99,270 |
| testsprite_tests\tmp\prd_files                                                                                                       |         11 |      4,827 |          0 |      1,798 |      6,625 |
+--------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                             | language           | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\dell\Documents\AqwaValley\.github\workflows\sync-qstash-cron.yml                                                            | YAML               |         43 |          0 |         11 |         54 |
| c:\Users\dell\Documents\AqwaValley\.reports\reports\b88835cc-b34e-4143-aacb-0e2145b41763\b88835cc-b34e-4143-aacb-0e2145b41763.csv    | CSV                |          3 |          0 |          0 |          3 |
| c:\Users\dell\Documents\AqwaValley\IMPLEMENTATION_COMPLETE.md                                                                        | Markdown           |        217 |          0 |         84 |        301 |
| c:\Users\dell\Documents\AqwaValley\PHASE1_TEST_SUMMARY.md                                                                            | Markdown           |        206 |          0 |         86 |        292 |
| c:\Users\dell\Documents\AqwaValley\README.md                                                                                         | Markdown           |         30 |          0 |         20 |         50 |
| c:\Users\dell\Documents\AqwaValley\START_HERE.md                                                                                     | Markdown           |        219 |          0 |        103 |        322 |
| c:\Users\dell\Documents\AqwaValley\TESTING_IMPLEMENTATION_ROADMAP.md                                                                 | Markdown           |        240 |          0 |        111 |        351 |
| c:\Users\dell\Documents\AqwaValley\TEST_EXECUTION_GUIDE.md                                                                           | Markdown           |        209 |          0 |        103 |        312 |
| c:\Users\dell\Documents\AqwaValley\__checks__\PATTERNS.md                                                                            | Markdown           |        368 |          0 |         98 |        466 |
| c:\Users\dell\Documents\AqwaValley\__checks__\QUICKSTART.md                                                                          | Markdown           |        197 |          0 |         78 |        275 |
| c:\Users\dell\Documents\AqwaValley\__checks__\README.md                                                                              | Markdown           |        382 |          0 |        135 |        517 |
| c:\Users\dell\Documents\AqwaValley\__checks__\api.check.ts                                                                           | TypeScript         |         30 |         30 |          5 |         65 |
| c:\Users\dell\Documents\AqwaValley\__checks__\heartbeat.check.ts                                                                     | TypeScript         |         16 |         23 |          3 |         42 |
| c:\Users\dell\Documents\AqwaValley\__checks__\homepage.spec.ts                                                                       | TypeScript         |         36 |         21 |         12 |         69 |
| c:\Users\dell\Documents\AqwaValley\__checks__\login.spec.ts                                                                          | TypeScript         |        105 |         41 |         29 |        175 |
| c:\Users\dell\Documents\AqwaValley\__checks__\support\api-check.ts                                                                   | TypeScript         |        127 |         44 |         21 |        192 |
| c:\Users\dell\Documents\AqwaValley\__checks__\support\assertions.ts                                                                  | TypeScript         |         80 |         26 |         17 |        123 |
| c:\Users\dell\Documents\AqwaValley\__checks__\support\base-page.ts                                                                   | TypeScript         |         64 |         58 |         15 |        137 |
| c:\Users\dell\Documents\AqwaValley\__checks__\support\env.ts                                                                         | TypeScript         |         11 |          0 |          2 |         13 |
| c:\Users\dell\Documents\AqwaValley\__checks__\support\index.ts                                                                       | TypeScript         |         19 |          0 |          1 |         20 |
| c:\Users\dell\Documents\AqwaValley\__checks__\support\login-page.ts                                                                  | TypeScript         |         74 |         32 |         18 |        124 |
| c:\Users\dell\Documents\AqwaValley\__checks__\support\login-scenario.ts                                                              | TypeScript         |         49 |          0 |         10 |         59 |
| c:\Users\dell\Documents\AqwaValley\__checks__\support\test-data.ts                                                                   | TypeScript         |        132 |         33 |         30 |        195 |
| c:\Users\dell\Documents\AqwaValley\__checks__\url.check.ts                                                                           | TypeScript         |         24 |         21 |          4 |         49 |
| c:\Users\dell\Documents\AqwaValley\build-output.log                                                                                  | Log                |         66 |          0 |         26 |         92 |
| c:\Users\dell\Documents\AqwaValley\checkly.config.ts                                                                                 | TypeScript         |         39 |         27 |          3 |         69 |
| c:\Users\dell\Documents\AqwaValley\docs\ai-irrigation-plan.md                                                                        | Markdown           |        723 |          0 |        193 |        916 |
| c:\Users\dell\Documents\AqwaValley\docs\aquifer-forecast-engine-engineering-spec.md                                                  | Markdown           |        259 |          0 |         81 |        340 |
| c:\Users\dell\Documents\AqwaValley\docs\aquifer-forecast-engine-professional-plan.md                                                 | Markdown           |        474 |          0 |        175 |        649 |
| c:\Users\dell\Documents\AqwaValley\docs\ingest-endpoints-and-cron.md                                                                 | Markdown           |        186 |          0 |         84 |        270 |
| c:\Users\dell\Documents\AqwaValley\docs\irrigation-trigger-simulation-production-plan.md                                             | Markdown           |        867 |          0 |        357 |      1,224 |
| c:\Users\dell\Documents\AqwaValley\docs\quota-service-runtime-behavior.md                                                            | Markdown           |         93 |          0 |         46 |        139 |
| c:\Users\dell\Documents\AqwaValley\docs\report-generation-endpoints-api-contract.md                                                  | Markdown           |        362 |          0 |        126 |        488 |
| c:\Users\dell\Documents\AqwaValley\docs\report-generation-export-engine-world-class-plan.md                                          | Markdown           |        478 |          0 |        192 |        670 |
| c:\Users\dell\Documents\AqwaValley\docs\sensor-ingest-cycle.md                                                                       | Markdown           |        165 |          0 |         53 |        218 |
| c:\Users\dell\Documents\AqwaValley\docs\testing-strategy-world-class-plan.md                                                         | Markdown           |        732 |          0 |        286 |      1,018 |
| c:\Users\dell\Documents\AqwaValley\docs\users-management-api-world-class-prd-and-implementation-plan.md                              | Markdown           |        488 |          0 |        205 |        693 |
| c:\Users\dell\Documents\AqwaValley\drizzle.config.ts                                                                                 | TypeScript         |         10 |          0 |          3 |         13 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0000_conscious_gravity.sql                                                                | MS SQL             |        328 |         22 |          0 |        350 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0001_lively_stardust.sql                                                                  | MS SQL             |         10 |          1 |          0 |         11 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0002_quota_foundation.sql                                                                 | MS SQL             |        140 |         21 |          0 |        161 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0003_panoramic_barracuda.sql                                                              | MS SQL             |         21 |          1 |          0 |         22 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0004_irrigation_trigger_simulation.sql                                                    | MS SQL             |        104 |          0 |         12 |        116 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0005_replay_diff_runtime.sql                                                              | MS SQL             |         25 |          0 |          2 |         27 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0006_remarkable_killraven.sql                                                             | MS SQL             |        114 |          4 |          0 |        118 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0007_groovy_run_discriminator.sql                                                         | MS SQL             |          4 |          0 |          1 |          5 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0008_aquifer_forecast_foundation.sql                                                      | MS SQL             |        187 |          0 |         21 |        208 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0009_aquifer_lineage_and_eligibility.sql                                                  | MS SQL             |          6 |          0 |          1 |          7 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0010_email_audit_provider_message_id_index.sql                                            | MS SQL             |          1 |          0 |          1 |          2 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0011_irrigation_session.sql                                                               | MS SQL             |         15 |          1 |          1 |         17 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0011_reporting_engine_foundation.sql                                                      | MS SQL             |        103 |          0 |         10 |        113 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0012_melted_marten_broadcloak.sql                                                         | MS SQL             |        195 |         18 |          0 |        213 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0013_audit_log_append_only.sql                                                            | MS SQL             |         19 |          0 |          3 |         22 |
| c:\Users\dell\Documents\AqwaValley\drizzle\0014_user_notification_preferences.sql                                                    | MS SQL             |          7 |          0 |          2 |          9 |
| c:\Users\dell\Documents\AqwaValley\drizzle\meta\0000_snapshot.json                                                                   | JSON               |      2,642 |          0 |          1 |      2,643 |
| c:\Users\dell\Documents\AqwaValley\drizzle\meta\0001_snapshot.json                                                                   | JSON               |      2,914 |          0 |          0 |      2,914 |
| c:\Users\dell\Documents\AqwaValley\drizzle\meta\0003_snapshot.json                                                                   | JSON               |      4,085 |          0 |          0 |      4,085 |
| c:\Users\dell\Documents\AqwaValley\drizzle\meta\0006_snapshot.json                                                                   | JSON               |      5,054 |          0 |          0 |      5,054 |
| c:\Users\dell\Documents\AqwaValley\drizzle\meta\0012_snapshot.json                                                                   | JSON               |      6,797 |          0 |          0 |      6,797 |
| c:\Users\dell\Documents\AqwaValley\drizzle\meta\_journal.json                                                                        | JSON               |        111 |          0 |          1 |        112 |
| c:\Users\dell\Documents\AqwaValley\eslint.config.js                                                                                  | JavaScript         |         58 |          1 |          3 |         62 |
| c:\Users\dell\Documents\AqwaValley\next.config.js                                                                                    | JavaScript         |         23 |         14 |          9 |         46 |
| c:\Users\dell\Documents\AqwaValley\package-lock.json                                                                                 | JSON               |     16,393 |          0 |          1 |     16,394 |
| c:\Users\dell\Documents\AqwaValley\package.json                                                                                      | JSON               |        104 |          0 |          1 |        105 |
| c:\Users\dell\Documents\AqwaValley\playwright.config.ts                                                                              | TypeScript         |          7 |          0 |          2 |          9 |
| c:\Users\dell\Documents\AqwaValley\pnpm-lock.yaml                                                                                    | YAML               |      8,984 |          0 |      2,358 |     11,342 |
| c:\Users\dell\Documents\AqwaValley\postcss.config.js                                                                                 | JavaScript         |          5 |          0 |          1 |          6 |
| c:\Users\dell\Documents\AqwaValley\prettier.config.js                                                                                | JavaScript         |          3 |          1 |          1 |          5 |
| c:\Users\dell\Documents\AqwaValley\public\svg\alert-circle.svg                                                                       | XML                |          3 |          0 |          1 |          4 |
| c:\Users\dell\Documents\AqwaValley\public\svg\map-empty.svg                                                                          | XML                |          3 |          0 |          1 |          4 |
| c:\Users\dell\Documents\AqwaValley\public\svg\oasis-marker.svg                                                                       | XML                |          4 |          0 |          1 |          5 |
| c:\Users\dell\Documents\AqwaValley\scripts\backfill-quotas.ts                                                                        | TypeScript         |         70 |          3 |         12 |         85 |
| c:\Users\dell\Documents\AqwaValley\scripts\baseline-drizzle-migrations.ts                                                            | TypeScript         |         84 |          0 |         14 |         98 |
| c:\Users\dell\Documents\AqwaValley\scripts\env-loader.mjs                                                                            | JavaScript         |         23 |          0 |          3 |         26 |
| c:\Users\dell\Documents\AqwaValley\scripts\inspect-api-key.ts                                                                        | TypeScript         |         72 |          0 |         14 |         86 |
| c:\Users\dell\Documents\AqwaValley\scripts\inspect-crops-db.ts                                                                       | TypeScript         |         47 |          2 |          9 |         58 |
| c:\Users\dell\Documents\AqwaValley\scripts\localize_crops.ts                                                                         | TypeScript         |         61 |          3 |         11 |         75 |
| c:\Users\dell\Documents\AqwaValley\scripts\mock-simulator.ts                                                                         | TypeScript         |        161 |         37 |         31 |        229 |
| c:\Users\dell\Documents\AqwaValley\scripts\qstash-cron.config.ts                                                                     | TypeScript         |         21 |          0 |          2 |         23 |
| c:\Users\dell\Documents\AqwaValley\scripts\seed.ts                                                                                   | TypeScript         |      1,102 |         15 |        105 |      1,222 |
| c:\Users\dell\Documents\AqwaValley\scripts\setup-timescaledb.mjs                                                                     | JavaScript         |         23 |          0 |          6 |         29 |
| c:\Users\dell\Documents\AqwaValley\scripts\setup-timescaledb.sql                                                                     | MS SQL             |         50 |          6 |          9 |         65 |
| c:\Users\dell\Documents\AqwaValley\scripts\sync-qstash-cron.ts                                                                       | TypeScript         |        240 |          5 |         43 |        288 |
| c:\Users\dell\Documents\AqwaValley\scripts\test-forecast-integration.ts                                                              | TypeScript         |        310 |          6 |         51 |        367 |
| c:\Users\dell\Documents\AqwaValley\scripts\test-irrigation-trigger-api.ts                                                            | TypeScript         |        323 |         10 |         55 |        388 |
| c:\Users\dell\Documents\AqwaValley\scripts\test-irrigation.ts                                                                        | TypeScript         |        478 |         55 |         71 |        604 |
| c:\Users\dell\Documents\AqwaValley\scripts\test-openrouter.ts                                                                        | TypeScript         |         66 |          8 |         12 |         86 |
| c:\Users\dell\Documents\AqwaValley\scripts\test-replay-diff-wrapper.mjs                                                              | JavaScript         |         32 |          3 |          9 |         44 |
| c:\Users\dell\Documents\AqwaValley\scripts\test-replay-diff.ts                                                                       | TypeScript         |        111 |          3 |         19 |        133 |
| c:\Users\dell\Documents\AqwaValley\scripts\test-reporting-integration.ts                                                             | TypeScript         |        178 |          1 |         35 |        214 |
| c:\Users\dell\Documents\AqwaValley\scripts\test-user-provisioning.ts                                                                 | TypeScript         |         98 |          8 |         17 |        123 |
| c:\Users\dell\Documents\AqwaValley\scripts\verify-timescaledb.mjs                                                                    | JavaScript         |         26 |          0 |          8 |         34 |
| c:\Users\dell\Documents\AqwaValley\sentry-wizard-installation-error-1774904850189.log                                                | Log                |          0 |          0 |          1 |          1 |
| c:\Users\dell\Documents\AqwaValley\sentry-wizard-installation-error-1774905198753.log                                                | Log                |          0 |          0 |          1 |          1 |
| c:\Users\dell\Documents\AqwaValley\sentry-wizard-installation-error-1774905551874.log                                                | Log                |          0 |          0 |          1 |          1 |
